Test Code,Test Name,"MRP (in
INR)",Methodology,Specimen Type,Specimen Remarks,Container,Temp.,Frequency,TAT,,,,,,,,,,,,,,
APC845,IHC - GLIAL FIBRILLARY ACIDIC PROTEIN,2500,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC846,IHC - GLYPICAN A3,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC847,IHC - HEPAR1,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC848,IHC - HER-2/NEU,2000,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC849,IHC - INHIBIN,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC850,IHC - KAPPA,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC851,IHC - KI67,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC852,IHC - LAMBDA,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC853,IHC - MDM2,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC854,IHC - MELAN A,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC855,IHC - MICROSATELLITE INSTABILITY PANEL FOR COLORECTAL CANCER,7500,IMMUNOHISTOCHEMISTRY,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,10 DAYS,,,,,,,,,,,,,,
APC856,IHC - MLH1,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC857,IHC - MSH2,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC858,IHC - MSH6,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC859,IHC - MUC1,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC860,IHC - MUC2,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC861,IHC - MUC31,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC862,IHC - MUM1,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC863,IHC - MYELOPEROXIDASE,1980,IMMUNOHISTOCHEMISTRY,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,7 DAYS,,,,,,,,,,,,,,
APC864,IHC - MYOD1,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC865,IHC - NAPSIN A,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC866,IHC - NEUROFILAMENT (2F11),2000,IHC,TISSUE,"TISSUE FIXED IN 10% NEUTRAL BUFFERED FORMALIN+ SITE OF BIOPSY + CLINICAL DETAILS. RELEVANT RADIOLOGY FINDINGS: X-RAY/CT/MRI
REPORT  & IMAGE (SOFT COPY).",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC867,IHC - NSE (NEURON SPECIFIC ENOLASE),2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC868,IHC - OCT FOUR,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC869,IHC - OSTEONECTIN,2700,IMMUNOHISTOCHEMISTRY,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,10 DAYS,,,,,,,,,,,,,,
APC870,IHC - P16,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC871,IHC - P53  (MUTANT WILD TYPE),2300,IMMUNO HISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC872,IHC - P63,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC873,IHC - PAN CK,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC874,IHC - PAX5,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC875,IHC - PAX8,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC876,IHC - PDL1,5500,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC877,IHC - PIN4,2700,IMMUNOHISTOCHEMISTRY,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,6 DAYS,,,,,,,,,,,,,,
APC878,IHC - PLA2R1,2800,IMMUNO HISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC879,IHC - PLAP (PLACENTAL ALKALINE PHOSPHATASE),2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC880,IHC - PMS2,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC881,IHC - PR,1750,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC882,IHC - PROGESTERONE RECEPTOR (PGR),1750,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10% NEUTRAL BUFFERED FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY , CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY
REPORT MANDATORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC883,IHC - PSA,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC884,IHC - S100,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC885,IHC - SYNAPTOPHYSIN,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC886,IHC - TG,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC887,IHC - THYROID TRANSCRIPTION FACTOR- 1,2700,IHC,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY .",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC888,IHC - TRANSMISSION DISEQUILIBRIUM TEST (TDT),2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%FORMALIN FOR 24-48 HRS/ PARAFFIN BLOCK+ SITE OF BIOPSY, CLINICAL DETAILS AND HISTOPATHOLOGY REPORT MANDATORY.IF TISSUE RECEIVED IT WILL BE CHARGED FOR TISSUE PROCESSING.* TIME AND DURATI",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC889,IHC - TTF-1,2300,IMMUNO HISTOCHEMISTRY,TISSUE,"SUBMIT TISSUE IN 10% FORMAL-SALINE OR FORMALIN FIXED PARAFFIN EMBEDDED TISSUE BLOCK. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT, SITE OF
BIOPSY AND CLINICAL HISTORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC890,IHC - VIMENTIN,2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY .",STERILE CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC891,IHC - WILMS TUMOR PROTEIN 1 (WT1),2300,IMMUNOHISTOCHEMISTRY,TISSUE,"TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY,  CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON TO SAT,5 DAYS,,,,,,,,,,,,,,
APC892,IHC- CD5,2100,IMMUNOHISTOCHEMISTRY,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,7 DAYS,,,,,,,,,,,,,,
APC893,IHC COMPREHENSIVE PANEL (FINAL DIAGNOSIS),8000,"LIGHT MICROSCOPY, IHC, DIGITAL PHOTOGRAPHY",TISSUE,"SUBMIT FORMALIN FIXED PARAFFIN EMBEDDED BLOCK/S. SHIP AT ROOM TEMPERATURE. PROVIDE A COPY OF THE HISTOPATHOLOGY REPORT. BRIEF CLINICAL HISTORY IN HISTOPATHOLOGY REQUISITION
FORM (FORM 2) IS MANDATORY.",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,10 DAYS,,,,,,,,,,,,,,
APC894,"IMMUNE DEFICIENCY PANEL - I (CD4, CD8)",1800,FLOW CYTOMETRY,WHOLE BLOOD EDTA,3ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),"MON,WED, FRI",NEXT DAY,,,,,,,,,,,,,,
APC895,"IMMUNE DEFICIENCY PANEL - II (CD3, CD4, CD8)",2300,FLOW CYTOMETRY,WHOLE BLOOD EDTA,3ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP
EDTA VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),"MON,WED, FRI",NEXT DAY,,,,,,,,,,,,,,
APC896,IMMUNO TYPING (CAPILLARY) - URINE,7400,ELECTROPHORESIS,URINE,5ML OF URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC897,IMMUNOFIXATION ELECTROPHORESIS,7000,ELECTROPHORESIS,SERUM,2 ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON, WED, FRI",NEXT DAY,,,,,,,,,,,,,,
APC898,IMMUNOFLUORESCENCE ON BIOPSIES - RENAL,2750,MICROSCOPY,BIOPSY,3 CORES OF BIOPSY IN SALINE SOLUTION,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC899,IMMUNOGLOBULIN - IGA,600,IMMUNOTURBIDOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,THU",NEXT DAY,,,,,,,,,,,,,,
APC900,IMMUNOGLOBULIN - IGG,600,IMMUNOTURBIDOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,THU",NEXT DAY,,,,,,,,,,,,,,
APC901,IMMUNOGLOBULIN - IGM,600,IMMUNOTURBIDOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,THU",NEXT DAY,,,,,,,,,,,,,,
APC902,"IMMUNOGLOBULIN PANEL (IGG, IGM & IGA) - SERUM",1500,IMMUNOTURBIDOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON,THU",NEXT DAY,,,,,,,,,,,,,,
APC903,"IMMUNOPHENOTYPING BY FLOW CYTOMETRY, CCD3",5500,FLOW CYTOMETRY,"WHOLE BLOOD IN
EDTA OR HEPARIN
/ BONE MARROW IN EDTA OR HEPARIN / FLUID IN EDTA OR HEPARIN/FLUID SMEARS/ WHOLE BLOOD/ BONE MARROW",3 ML BM / WB- EDTA | BM  / WB- HEPARIN | FLUID- EDTA I FLUID-HEPARIN I BM / WB /3-4 FLUIDS SMEARS + CLINICAL HISTORY,LAVENDER TOP EDTA VACUTAINER/GRE EN TOP SODIUM HEAPARIN/ STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC904,"IMMUNOPHENOTYPING BY FLOW CYTOMETRY, CCD79A",5500,FLOW CYTOMETRY,"WHOLE BLOOD IN
EDTA OR HEPARIN
/ BONE MARROW IN EDTA OR HEPARIN / FLUID IN EDTA OR HEPARIN/FLUID SMEARS/ WHOLE BLOOD/ BONE MARROW",3 ML BM / WB- EDTA | BM  / WB- HEPARIN | FLUID- EDTA I FLUID-HEPARIN I BM / WB /3-4 FLUIDS SMEARS + CLINICAL HISTORY,LAVENDER TOP EDTA VACUTAINER/GRE EN TOP SODIUM HEAPARIN/ STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
